date,mode,pcs
1984-05-26,4,-93.365326
1984-05-26,5,181.19516
1984-05-26,6,16.104288
1984-05-26,7,335.411
1984-05-26,8,-73.427025
1984-05-26,9,92.21362
1984-05-27,0,347.17148
1984-05-27,1,-299.39606
1984-05-27,2,622.0273
1984-05-27,3,517.1034
1984-05-27,4,250.25555
1984-05-27,5,89.01751
1984-05-27,6,21.237423
1984-05-27,7,409.06647
1984-05-27,8,200.53676
1984-05-27,9,-3.421612
1984-05-28,0,230.50807
1984-05-28,1,-796.8804
1984-05-28,2,304.5461
1984-05-28,3,274.71643
1984-05-28,4,365.42242
1984-05-28,5,68.80238
1984-05-28,6,-65.63332
1984-05-28,7,201.1814
1984-05-28,8,71.276474
1984-05-28,9,-138.13724
1984-05-29,0,209.67749
1984-05-29,1,-1118.6478
1984-05-29,2,88.352036
1984-05-29,3,283.76865
1984-05-29,4,76.70478
1984-05-29,5,-188.90384
1984-05-29,6,-124.89932
1984-05-29,7,-139.63617
1984-05-29,8,14.992513
1984-05-29,9,-73.07282
1984-05-30,0,439.2453
1984-05-30,1,-863.8586
1984-05-30,2,-102.70947
1984-05-30,3,281.44238
1984-05-30,4,-262.54453
1984-05-30,5,-490.76038
1984-05-30,6,-188.95425
1984-05-30,7,-117.986855
1984-05-30,8,183.64384
1984-05-30,9,128.27095
1984-05-31,0,466.97766
1984-05-31,1,-142.45483
1984-05-31,2,-335.47397
1984-05-31,3,386.6694
1984-05-31,4,-420.39453
1984-05-31,5,-343.4596
1984-05-31,6,-232.27988
1984-05-31,7,176.38672
1984-05-31,8,349.2817
1984-05-31,9,199.0298
1984-06-01,0,323.32755
1984-06-01,1,154.1354
1984-06-01,2,-332.95425
1984-06-01,3,108.34717
1984-06-01,4,-260.60504
1984-06-01,5,186.43733
1984-06-01,6,118.43672
1984-06-01,7,221.32272
1984-06-01,8,442.62582
1984-06-01,9,-112.63499
1985-05-17,0,636.5201
1985-05-17,1,27.602953
1985-05-17,2,-215.67729
1985-05-17,3,-231.10178
1985-05-17,4,-188.53247
1985-05-17,5,-497.95065
1985-05-17,6,276.91354
1985-05-17,7,-154.7502
1985-05-17,8,81.087166
1985-05-17,9,-216.62025
1985-05-18,0,1332.8453
1985-05-18,1,339.54065
1985-05-18,2,-260.73715
1985-05-18,3,-417.0821
1985-05-18,4,-229.13957
1985-05-18,5,-233.68182
1985-05-18,6,283.0981
1985-05-18,7,210.25224
1985-05-18,8,62.758076
1985-05-18,9,-223.30771
1985-05-19,0,1416.6183
1985-05-19,1,576.90173
1985-05-19,2,-73.73803
1985-05-19,3,-497.6151
1985-05-19,4,-68.93154
1985-05-19,5,36.396336
1985-05-19,6,127.69888
1985-05-19,7,103.66901
1985-05-19,8,-8.862485
1985-05-19,9,-127.53447
1985-05-20,0,828.88727
1985-05-20,1,480.2649
1985-05-20,2,308.1908
1985-05-20,3,-194.57771
1985-05-20,4,199.13861
1985-05-20,5,13.142069
1985-05-20,6,-35.419037
1985-05-20,7,108.93218
1985-05-20,8,-259.86398
1985-05-20,9,-45.85682
1985-05-21,0,437.55426
1985-05-21,1,-68.194244
1985-05-21,2,331.08804
1985-05-21,3,-56.25861
1985-05-21,4,193.19853
1985-05-21,5,-202.39581
1985-05-21,6,-146.37105
1985-05-21,7,64.18839
1985-05-21,8,220.71004
1985-05-21,9,30.544518
1985-05-22,0,274.9025
1985-05-22,1,-380.9538
1985-05-22,2,-37.09326
1985-05-22,3,-231.22716
1985-05-22,4,214.88235
1985-05-22,5,-67.86082
1985-05-22,6,-209.55453
1985-05-22,7,-20.459171
1985-05-22,8,149.47858
1985-05-22,9,-85.737434
1985-05-23,0,233.56139
1985-05-23,1,-435.68307
1985-05-23,2,-142.0564
1985-05-23,3,-195.52798
1985-05-23,4,153.00406
1985-05-23,5,-148.45705
1985-05-23,6,-229.38899
1985-05-23,7,-46.256905
1985-05-23,8,-54.44937
1985-05-23,9,-94.1454
1985-05-24,0,339.43875
1985-05-24,1,-369.7792
1985-05-24,2,-374.92352
1985-05-24,3,-120.531654
1985-05-24,4,52.25204
1985-05-24,5,-142.42345
1985-05-24,6,-157.1457
1985-05-24,7,-99.69131
1985-05-24,8,-107.62211
1985-05-24,9,-117.220505
1985-05-25,0,380.5287
1985-05-25,1,-192.21495
1985-05-25,2,-377.13617
1985-05-25,3,-47.04637
1985-05-25,4,-84.55813
1985-05-25,5,-188.08847
1985-05-25,6,11.760954
1985-05-25,7,89.904495
1985-05-25,8,21.326141
1985-05-25,9,-159.94606
1985-05-26,0,458.877
1985-05-26,1,201.94193
1985-05-26,2,-275.41727
1985-05-26,3,-37.839413
1985-05-26,4,-10.995238
1985-05-26,5,-29.975378
1985-05-26,6,190.14531
1985-05-26,7,312.32727
1985-05-26,8,-112.222725
1985-05-26,9,-267.95612
1985-05-27,0,234.70749
1985-05-27,1,311.8924
1985-05-27,2,-2.4841697
1985-05-27,3,57.040802
1985-05-27,4,27.662937
1985-05-27,5,-72.72206
1985-05-27,6,206.56204
1985-05-27,7,312.2993
1985-05-27,8,-187.90154
1985-05-27,9,-213.20235
1985-05-28,0,200.71745
1985-05-28,1,381.4358
1985-05-28,2,-56.277435
1985-05-28,3,282.0273
1985-05-28,4,-41.45699
1985-05-28,5,-117.87225
1985-05-28,6,88.90675
1985-05-28,7,224.94981
1985-05-28,8,-162.24895
1985-05-28,9,-145.33067
1985-05-29,0,157.16434
1985-05-29,1,561.32697
1985-05-29,2,-183.95218
1985-05-29,3,364.33545
1985-05-29,4,-6.6262217
1985-05-29,5,-38.52494
1985-05-29,6,51.810852
1985-05-29,7,-12.049672
1985-05-29,8,-67.136536
1985-05-29,9,-246.13565
1985-05-30,0,-43.251564
1985-05-30,1,506.80682
1985-05-30,2,2.9386833
1985-05-30,3,136.06439
1985-05-30,4,-7.813499
1985-05-30,5,63.10542
1985-05-30,6,187.97116
1985-05-30,7,-36.498074
1985-05-30,8,17.116302
1985-05-30,9,-118.63972
1985-05-31,0,-58.02889
1985-05-31,1,482.54
1985-05-31,2,273.80743
1985-05-31,3,146.26933
1985-05-31,4,111.85844
1985-05-31,5,-98.91784
1985-05-31,6,277.14874
1985-05-31,7,-36.91639
1985-05-31,8,-212.64525
1985-05-31,9,-42.752487
1985-06-01,0,130.17886
1985-06-01,1,533.6036
1985-06-01,2,336.74014
