date,mode,pcs
1985-05-17,0,-2875.503
1985-05-17,1,-8066.7505
1985-05-17,2,837.58417
1985-05-17,3,-1029.7639
1985-05-17,4,-214.46526
1985-05-17,5,1821.8666
1985-05-17,6,-1371.8081
1985-05-17,7,1011.8177
1985-05-17,8,1832.2125
1985-05-17,9,810.97736
1985-05-18,0,-7650.541
1985-05-18,1,-8930.561
1985-05-18,2,-1845.788
1985-05-18,3,-1062.7318
1985-05-18,4,3794.3074
1985-05-18,5,1439.845
1985-05-18,6,-772.01544
1985-05-18,7,470.4953
1985-05-18,8,1137.8673
1985-05-18,9,1464.6538
1985-05-19,0,-9025.35
1985-05-19,1,-3249.7083
1985-05-19,2,-1356.644
1985-05-19,3,1926.363
1985-05-19,4,2622.1133
1985-05-19,5,631.97736
1985-05-19,6,1168.2828
1985-05-19,7,1483.8589
1985-05-19,8,-999.4249
1985-05-19,9,86.889755
1985-05-20,0,-5981.1064
1985-05-20,1,886.60144
1985-05-20,2,1827.5447
1985-05-20,3,2328.5754
1985-05-20,4,-2321.2852
1985-05-20,5,-456.31567
1985-05-20,6,1213.3195
1985-05-20,7,145.3152
1985-05-20,8,151.2806
1985-05-20,9,293.1519
1985-05-21,0,-496.77972
1985-05-21,1,-833.42365
1985-05-21,2,1742.03
1985-05-21,3,968.68317
1985-05-21,4,-996.35486
1985-05-21,5,-1994.2407
1985-05-21,6,710.4259
1985-05-21,7,-1846.5715
1985-05-21,8,-773.5502
1985-05-21,9,701.3197
1985-05-22,0,2454.1682
1985-05-22,1,-1396.4136
1985-05-22,2,80.84005
1985-05-22,3,-561.2799
1985-05-22,4,930.1049
1985-05-22,5,-293.0089
1985-05-22,6,-621.0041
1985-05-22,7,-834.9641
1985-05-22,8,-1503.437
1985-05-22,9,717.4215
1985-05-23,0,2161.572
1985-05-23,1,-2259.4502
1985-05-23,2,388.64276
1985-05-23,3,-793.61945
1985-05-23,4,326.89948
1985-05-23,5,806.03577
1985-05-23,6,-919.7951
1985-05-23,7,-117.73165
1985-05-23,8,-1234.4463
1985-05-23,9,88.60571
1985-05-24,0,1081.0236
1985-05-24,1,-2807.9878
1985-05-24,2,-156.01068
1985-05-24,3,438.7394
1985-05-24,4,1400.7188
1985-05-24,5,1249.9297
1985-05-24,6,-1129.4198
1985-05-24,7,-327.32623
1985-05-24,8,-347.85376
1985-05-24,9,-596.92035
1985-05-25,0,-1802.5347
1985-05-25,1,-2483.138
1985-05-25,2,-469.4944
1985-05-25,3,1150.2216
1985-05-25,4,1960.2512
1985-05-25,5,619.4027
1985-05-25,6,-186.39377
1985-05-25,7,-674.0802
1985-05-25,8,500.69543
1985-05-25,9,-60.14522
1985-05-26,0,-5062.997
1985-05-26,1,-480.2465
1985-05-26,2,-1249.2075
1985-05-26,3,-305.56448
1985-05-26,4,1654.9393
1985-05-26,5,922.22046
1985-05-26,6,-328.95322
1985-05-26,7,1364.7657
1985-05-26,8,963.9148
1985-05-26,9,-1200.0435
1985-05-27,0,-5066.371
1985-05-27,1,-332.49588
1985-05-27,2,325.32388
1985-05-27,3,-1189.5963
1985-05-27,4,-1404.4247
1985-05-27,5,619.9003
1985-05-27,6,-581.7529
1985-05-27,7,1067.2323
1985-05-27,8,2001.12
1985-05-27,9,-482.8487
1985-05-28,0,-3302.2002
1985-05-28,1,-1385.0869
1985-05-28,2,-2116.91
1985-05-28,3,-332.93176
1985-05-28,4,-598.9089
1985-05-28,5,-887.3573
1985-05-28,6,-1074.8774
1985-05-28,7,-213.01816
1985-05-28,8,32.635647
1985-05-28,9,-17.405325
1985-05-29,0,-1976.9203
1985-05-29,1,581.86945
1985-05-29,2,-2578.8806
1985-05-29,3,-828.03906
1985-05-29,4,1825.2816
1985-05-29,5,-444.06033
1985-05-29,6,-1465.803
1985-05-29,7,-522.33655
1985-05-29,8,-765.2518
1985-05-29,9,418.4962
1985-05-30,0,-4270.717
1985-05-30,1,4182.5015
1985-05-30,2,-44.3755
1985-05-30,3,-126.98306
1985-05-30,4,1842.3302
1985-05-30,5,10.879613
1985-05-30,6,-315.4199
1985-05-30,7,-401.84662
1985-05-30,8,66.93356
1985-05-30,9,832.4527
1985-05-31,0,-6963.547
1985-05-31,1,2851.4417
1985-05-31,2,3410.5544
1985-05-31,3,450.52368
1985-05-31,4,-453.2955
1985-05-31,5,1389.593
1985-05-31,6,-986.2263
1985-05-31,7,738.2096
1985-05-31,8,-1430.3556
1985-05-31,9,62.25852
1985-06-01,0,-8741.648
1985-06-01,1,-2079.6846
1985-06-01,2,2702.454
1985-06-01,3,3755.652
1985-06-01,4,-1279.6844
1985-06-01,5,677.38275
1985-06-01,6,-483.87534
1985-06-01,7,-1621.6068
1985-06-01,8,752.9478
