date,mode,pcs,tor
1989-05-20,3,217.73119,False
1989-05-20,4,-449.45337,False
1989-05-20,5,354.91052,False
1989-05-20,6,316.62048,False
1989-05-20,7,-131.894,False
1989-05-20,8,18.140816,False
1989-05-20,9,-73.15381,False
1989-05-21,0,-64.428795,True
1989-05-21,1,-103.89013,True
1989-05-21,2,62.002323,True
1989-05-21,3,541.58936,True
1989-05-21,4,-318.06052,True
1989-05-21,5,183.44731,True
1989-05-21,6,234.08247,True
1989-05-21,7,-80.306625,True
1989-05-21,8,-7.3839545,True
1989-05-21,9,-5.429701,True
1989-05-22,0,95.07222,False
1989-05-22,1,103.211784,False
1989-05-22,2,-60.984478,False
1989-05-22,3,553.3939,False
1989-05-22,4,-177.02905,False
1989-05-22,5,167.26736,False
1989-05-22,6,-16.24681,False
1989-05-22,7,-69.279564,False
1989-05-22,8,35.504658,False
1989-05-22,9,-152.88005,False
1989-05-23,0,90.94663,False
1989-05-23,1,222.32849,False
1989-05-23,2,-176.32278,False
1989-05-23,3,685.1938,False
1989-05-23,4,-291.6709,False
1989-05-23,5,68.00898,False
1989-05-23,6,-76.56952,False
1989-05-23,7,-183.99602,False
1989-05-23,8,-165.4271,False
1989-05-23,9,-242.13828,False
1989-05-24,0,-23.106949,True
1989-05-24,1,596.4576,True
1989-05-24,2,-98.06369,True
1989-05-24,3,738.2231,True
1989-05-24,4,-439.1324,True
1989-05-24,5,60.69994,True
1989-05-24,6,35.410007,True
1989-05-24,7,-79.64958,True
1989-05-24,8,249.83719,True
1989-05-24,9,-102.99678,True
1989-05-25,0,-59.924873,False
1989-05-25,1,634.31604,False
1989-05-25,2,403.48264,False
1989-05-25,3,360.37384,False
1989-05-25,4,-226.28525,False
1989-05-25,5,471.9974,False
1989-05-25,6,300.72202,False
1989-05-25,7,-107.72455,False
1989-05-25,8,48.80901,False
1989-05-25,9,-219.5033,False
1989-05-26,0,-64.27382,False
1989-05-26,1,204.6822,False
1989-05-26,2,853.74225,False
1989-05-26,3,317.46878,False
1989-05-26,4,-52.83595,False
1989-05-26,5,241.2879,False
1989-05-26,6,305.12668,False
1989-05-26,7,-108.03316,False
1989-05-26,8,-131.05655,False
1989-05-26,9,-5.652308,False
1989-05-27,0,-52.131424,False
1989-05-27,1,-42.15567,False
1989-05-27,2,424.68057,False
1989-05-27,3,675.3689,False
1989-05-27,4,164.88193,False
1989-05-27,5,-14.999993,False
1989-05-27,6,13.023637,False
1989-05-27,7,-113.65855,False
1989-05-27,8,73.81249,False
1989-05-27,9,222.17854,False
1989-05-28,0,-6.482627,False
1989-05-28,1,253.5272,False
1989-05-28,2,-191.99474,False
1989-05-28,3,691.5417,False
1989-05-28,4,331.34332,False
1989-05-28,5,146.71175,False
1989-05-28,6,-113.16022,False
1989-05-28,7,-184.6435,False
1989-05-28,8,168.39854,False
1989-05-28,9,75.45626,False
1989-05-29,0,-322.86902,False
1989-05-29,1,271.08533,False
1989-05-29,2,-327.30447,False
1989-05-29,3,410.6657,False
1989-05-29,4,331.50397,False
1989-05-29,5,155.04083,False
1989-05-29,6,128.06866,False
1989-05-29,7,-286.38168,False
1989-05-29,8,45.103046,False
1989-05-29,9,-14.362171,False
1989-05-30,0,-531.9745,True
1989-05-30,1,88.15575,True
1989-05-30,2,-1.1964757,True
1989-05-30,3,169.61623,True
1989-05-30,4,479.49252,True
1989-05-30,5,63.85131,True
1989-05-30,6,199.44939,True
1989-05-30,7,-80.85319,True
1989-05-30,8,238.5017,True
1989-05-30,9,-99.04447,True
1989-05-31,0,-653.5293,False
1989-05-31,1,-190.24133,False
1989-05-31,2,210.03386,False
1989-05-31,3,-10.231523,False
1989-05-31,4,492.13834,False
1989-05-31,5,69.69181,False
1989-05-31,6,236.89163,False
1989-05-31,7,-28.128006,False
1989-05-31,8,138.53671,False
1989-05-31,9,-83.72132,False
1990-05-17,0,62.345474,False
1990-05-17,1,203.0573,False
1990-05-17,2,742.1959,False
1990-05-17,3,287.30597,False
1990-05-17,4,-35.109386,False
1990-05-17,5,90.19013,False
1990-05-17,6,96.91679,False
1990-05-17,7,-201.48997,False
1990-05-17,8,-233.76547,False
1990-05-17,9,-11.212942,False
1990-05-18,0,720.66254,True
1990-05-18,1,562.9185,True
1990-05-18,2,551.6168,True
1990-05-18,3,447.8519,True
1990-05-18,4,-10.789621,True
1990-05-18,5,-262.195,True
1990-05-18,6,168.33755,True
1990-05-18,7,-200.3241,True
1990-05-18,8,168.52031,True
1990-05-18,9,238.09949,True
1990-05-19,0,728.9689,False
1990-05-19,1,971.21674,False
1990-05-19,2,178.69247,False
1990-05-19,3,111.274315,False
1990-05-19,4,214.9863,False
1990-05-19,5,279.29156,False
1990-05-19,6,-13.934141,False
1990-05-19,7,-75.78743,False
1990-05-19,8,-14.284806,False
1990-05-19,9,49.90984,False
1990-05-20,0,202.34943,False
1990-05-20,1,1163.6387,False
1990-05-20,2,373.8883,False
1990-05-20,3,60.16351,False
1990-05-20,4,37.08444,False
1990-05-20,5,183.51003,False
1990-05-20,6,-184.49406,False
1990-05-20,7,-113.83159,False
1990-05-20,8,-208.2688,False
1990-05-20,9,26.190912,False
1990-05-21,0,31.75331,False
1990-05-21,1,637.4633,False
1990-05-21,2,117.782974,False
1990-05-21,3,199.56908,False
1990-05-21,4,-225.42702,False
1990-05-21,5,115.82232,False
1990-05-21,6,-341.95724,False
1990-05-21,7,-71.53276,False
1990-05-21,8,-97.337814,False
1990-05-21,9,24.698303,False
1990-05-22,0,242.53523,False
1990-05-22,1,295.24542,False
1990-05-22,2,-258.32263,False
1990-05-22,3,330.89444,False
1990-05-22,4,-207.7025,False
1990-05-22,5,14.2111225,False
1990-05-22,6,-80.7116,False
1990-05-22,7,-178.6457,False
1990-05-22,8,-154.94041,False
1990-05-22,9,-97.114975,False
1990-05-23,0,360.84802,False
1990-05-23,1,366.67065,False
1990-05-23,2,-473.68808,False
1990-05-23,3,293.94827,False
1990-05-23,4,-240.32672,False
1990-05-23,5,-5.1529303,False
1990-05-23,6,81.49005,False
1990-05-23,7,-227.0986,False
1990-05-23,8,-225.44835,False
1990-05-23,9,-17.121069,False
1990-05-24,0,261.21344,True
